P1	P2	P4	P6	P7	P3	P5	P8	P9	P10	TOTAL	gender	age	source	country
2	2	2	2	1	2	2	1	2	2	18	2	38	3	US
2	3	2	1	1	1	1	0	1	1	13	1	21	3	US
0	2	0	1	1	0	1	1	0	0	6	2	15	1	US
2	2	2	2	1	2	2	2	1	2	18	1	26	1	US
3	3	3	2	2	3	3	2	2	3	26	2	17	1	US
2	2	3	1	0	2	3	1	1	2	17	2	43	1	US
2	2	2	1	2	1	1	0	0	0	11	1	20	1	US
2	2	2	1	1	1	1	0	0	2	12	1	38	1	US
2	2	2	2	2	2	2	1	0	0	15	2	18	1	US
2	2	2	2	1	2	2	1	1	1	16	1	47	1	US
2	3	2	2	2	2	3	2	2	3	23	2	24	1	US
1	2	3	2	1	2	1	2	1	2	17	1	22	1	US
2	2	1	2	1	2	3	1	1	2	17	2	18	1	US
0	1	1	0	0	0	0	1	0	0	3	1	18	1	US
1	2	1	0	1	3	0	0	0	0	8	2	18	1	US
0	2	3	0	0	0	1	0	0	0	6	1	28	1	US
2	2	3	1	1	1	3	2	1	1	17	1	18	1	US
2	2	1	1	1	1	1	1	1	1	12	1	31	1	US
2	2	2	2	2	2	3	1	2	1	19	1	58	2	NL
3	3	3	3	3	2	3	2	2	2	26	2	48	1	ZA
3	2	2	1	2	1	0	1	1	1	14	1	52	1	US
2	2	2	2	2	2	2	3	1	2	20	2	26	1	CA
2	3	3	2	2	1	2	1	1	2	19	1	50	3	GB
1	1	2	1	1	1	0	3	1	0	11	1	19	1	PR
1	2	1	0	1	1	0	0	1	0	7	2	19	1	PR
2	2	1	1	1	1	1	0	1	1	11	1	54	1	US
2	3	2	2	2	2	2	1	2	2	20	2	22	1	US
3	3	3	3	2	3	3	1	2	3	26	2	42	3	US
3	3	2	3	2	3	3	1	3	3	26	2	18	1	US
3	2	2	2	2	1	3	0	2	2	19	2	45	3	CA
0	0	0	0	0	0	0	0	0	0	0	1	21	3	US
3	3	3	2	2	2	2	2	1	1	21	1	60	1	US
1	2	3	3	2	1	1	1	1	2	17	1	17	1	GB
2	2	1	2	2	2	2	2	0	1	16	1	16	3	GB
2	2	2	2	2	2	2	1	2	1	18	2	30	3	GB
2	2	0	1	1	3	3	0	1	1	14	1	47	1	US
2	1	1	1	0	1	0	1	0	0	7	2	25	3	US
0	0	0	0	0	0	1	1	0	0	2	2	19	3	US
3	3	3	2	2	2	2	3	3	2	25	2	31	1	US
2	3	3	2	2	3	2	1	3	3	24	1	19	1	US
2	3	3	1	2	2	3	0	1	1	18	1	28	3	PL
3	3	2	2	2	1	3	1	1	3	21	2	34	1	AU
1	1	2	0	0	1	1	1	0	1	8	2	18	1	US
3	3	2	2	3	3	2	3	2	3	26	2	18	1	US
2	2	2	1	2	2	2	1	1	1	16	2	23	1	US
2	2	2	1	1	1	0	1	1	1	12	2	22	1	AU
1	2	1	0	0	0	1	1	0	0	6	1	22	1	US
2	3	2	2	1	1	1	3	1	1	17	2	17	3	AU
1	2	0	1	0	0	0	2	0	0	6	2	20	1	US
0	0	0	0	0	0	0	0	0	0	0	1	44	1	US
2	2	2	2	2	2	2	2	2	2	20	2	34	3	FI
2	2	2	2	2	2	1	1	2	2	18	1	44	3	GB
3	2	2	2	2	2	1	2	1	1	18	2	20	1	SI
2	2	2	2	2	1	2	2	1	1	17	1	16	1	PH
3	3	2	2	2	3	2	2	2	3	24	2	37	3	BB
1	2	2	1	1	2	2	1	0	1	13	1	0	1	NL
2	2	2	1	1	1	1	1	1	1	13	2	30	3	GB
2	1	1	1	1	2	2	1	2	1	14	2	19	3	CA
2	3	2	2	2	2	3	1	1	1	19	2	26	1	CA
3	3	2	2	2	3	2	2	3	3	25	1	63	1	US
3	3	3	2	2	2	2	2	1	2	22	1	34	1	CA
2	2	2	1	1	1	2	1	2	1	15	1	57	1	CA
2	3	2	2	2	2	2	1	2	2	20	1	44	1	A2
2	2	2	2	3	3	2	3	0	2	21	2	65	3	US
2	1	1	1	1	2	2	0	1	1	12	2	14	1	US
2	2	1	2	2	0	1	1	0	0	11	1	16	1	GB
2	2	2	1	1	1	0	0	1	0	10	1	18	1	US
0	2	1	0	0	0	0	0	0	0	3	1	36	3	GB
0	1	1	0	0	1	1	1	1	0	6	2	15	1	GB
3	3	2	3	2	3	3	1	3	2	25	2	34	1	AU
1	2	2	1	1	1	0	1	0	0	9	1	21	1	NZ
2	3	2	2	2	3	3	1	3	3	24	2	52	1	US
3	3	3	3	3	3	3	3	3	3	30	1	18	1	US
1	2	1	2	1	1	1	2	1	1	13	1	20	1	AU
2	2	2	3	2	2	3	3	2	3	24	2	50	1	US
2	2	2	1	1	1	1	2	2	2	16	2	18	1	US
2	2	1	1	0	1	1	0	1	1	10	1	22	1	AU
2	2	2	3	3	2	3	3	2	2	24	2	54	1	AU
2	3	2	3	2	2	3	2	1	1	21	1	25	1	CA
2	2	2	2	2	2	1	2	1	1	17	1	26	3	BE
3	3	3	3	3	3	3	3	3	3	30	2	46	3	US
3	3	3	3	2	3	1	1	3	3	25	1	18	3	CA
1	1	2	1	1	1	0	1	0	0	8	1	25	1	ZA
0	0	0	0	0	0	1	1	0	0	2	2	18	1	SE
2	2	2	2	2	2	3	1	2	2	20	2	28	1	CA
2	1	3	1	2	1	1	0	1	1	13	2	29	3	ES
3	2	2	2	2	2	2	1	2	1	19	2	20	3	CA
3	2	2	3	3	3	3	0	3	3	25	1	29	1	LK
3	3	3	3	3	3	3	0	1	1	23	1	49	1	US
2	2	2	2	2	2	2	1	2	2	19	1	23	1	AU
2	2	2	2	2	3	3	2	2	3	23	2	22	1	CA
3	2	2	2	2	2	3	2	2	2	22	1	39	1	US
1	3	1	2	2	0	1	0	0	2	12	2	13	1	US
3	3	3	2	2	3	3	1	2	3	25	2	27	1	DE
3	3	2	2	2	2	3	0	2	2	21	1	38	1	IE
1	1	1	0	0	1	0	0	0	0	4	1	41	1	GB
2	2	2	1	1	2	2	1	1	1	15	1	19	1	US
2	2	1	2	2	3	0	1	1	2	16	1	19	1	US
2	2	2	2	2	2	1	2	1	2	18	2	17	1	US
2	2	2	3	3	3	3	1	3	3	25	1	23	3	PL
3	3	3	3	3	3	3	3	3	3	30	2	23	3	US
2	2	2	1	1	2	2	2	2	2	18	1	36	1	GB
2	2	2	2	2	2	2	0	1	1	16	2	21	1	US
1	2	2	0	0	1	0	2	0	1	9	1	24	1	GB
2	2	0	1	0	1	2	0	0	0	8	2	16	1	US
3	3	2	1	1	2	1	1	1	1	16	1	26	3	CH
3	3	3	1	1	3	3	1	2	1	21	2	18	1	US
2	2	2	2	2	2	2	2	2	2	20	2	29	1	US
1	2	0	2	1	2	1	1	0	0	10	1	40	1	US
2	2	1	1	1	2	1	1	1	1	13	1	20	1	US
1	2	2	0	1	0	2	0	0	0	8	2	30	3	NO
3	3	2	3	3	3	3	2	3	3	28	2	23	3	GB
3	2	2	3	3	2	2	2	1	2	22	2	27	1	DE
3	3	3	1	2	1	2	2	1	2	20	1	17	1	GB
2	3	2	2	2	2	2	1	2	2	20	2	28	2	US
2	2	2	0	0	2	2	0	2	2	14	2	18	1	GB
3	3	3	2	2	2	3	2	2	3	25	1	37	3	US
3	2	1	1	1	1	1	1	1	0	12	1	38	1	IE
3	3	3	3	3	3	3	3	1	2	27	2	23	1	CA
2	2	2	1	1	1	1	1	1	2	14	2	40	3	US
3	3	2	0	1	2	2	1	2	1	17	1	57	1	US
2	3	2	1	1	2	2	1	1	1	16	1	24	1	NO
3	3	2	3	3	3	3	3	3	3	29	2	30	1	PK
1	2	1	1	2	1	1	0	3	3	15	2	27	1	GB
0	1	2	0	0	0	1	0	0	0	4	1	16	1	DE
1	1	1	0	0	1	1	0	0	0	5	2	45	3	US
2	2	2	2	1	2	1	1	0	1	14	1	18	3	GB
2	2	2	2	2	2	2	2	2	1	19	2	17	1	US
2	2	2	2	2	2	2	1	1	1	17	2	48	3	DE
3	3	2	1	3	2	3	1	2	2	22	2	29	3	US
2	2	2	2	2	3	2	2	2	2	21	1	37	3	CN
2	1	1	1	1	0	1	0	0	0	7	2	18	1	US
2	2	2	2	1	3	3	1	1	1	18	1	18	1	CA
2	2	2	0	0	2	1	0	1	0	10	1	24	1	GB
3	3	3	2	3	3	3	3	3	3	29	2	55	1	CA
2	2	2	1	1	1	2	0	1	2	14	2	25	1	US
1	2	1	0	0	1	0	0	0	1	6	3	18	1	US
2	2	2	3	3	3	0	3	3	3	24	2	57	1	US
2	2	2	2	2	2	2	1	2	2	19	2	40	3	US
2	2	3	1	2	2	2	0	0	1	15	2	19	1	AU
2	1	2	1	1	1	1	1	1	0	11	1	26	1	US
2	2	1	1	2	2	1	1	1	2	15	1	28	1	US
3	3	3	3	3	3	3	3	2	3	29	1	30	1	PL
3	3	3	3	3	3	3	2	1	2	26	2	16	3	FI
2	2	2	2	2	2	2	1	2	1	18	2	21	1	TR
2	1	1	1	0	1	0	0	0	0	6	2	45	3	US
1	2	1	1	1	1	1	1	1	0	10	1	42	1	CA
3	3	2	2	3	2	1	3	2	2	23	1	20	1	LB
2	2	2	1	1	1	0	0	0	0	9	1	23	3	US
1	3	2	1	1	1	1	0	0	0	10	1	23	1	A2
2	2	2	1	1	1	1	3	1	2	16	2	37	1	US
2	3	2	3	2	3	3	2	3	3	26	2	64	3	US
3	3	3	3	3	3	3	0	3	3	27	2	33	1	CA
3	3	3	3	2	2	3	2	0	1	22	1	24	3	BE
3	2	2	3	1	2	3	3	3	3	25	1	19	3	SE
1	2	1	1	1	2	1	1	1	1	12	1	18	1	US
2	2	2	1	2	1	1	1	2	1	15	2	28	1	NL
2	3	2	1	2	1	1	0	1	0	13	1	40	1	GB
2	2	2	0	0	1	2	1	0	0	10	2	21	3	US
3	2	2	2	2	2	2	2	2	2	21	2	22	1	CA
3	3	3	2	1	3	1	3	3	3	25	1	29	3	US
2	2	2	2	2	2	1	1	1	1	16	2	40	1	AU
2	2	2	2	1	2	2	2	2	1	18	2	25	1	CA
1	2	2	1	1	1	1	1	1	1	12	1	23	1	US
3	3	3	2	3	3	2	2	1	3	25	1	55	1	US
2	2	2	1	2	3	3	1	1	2	19	2	50	3	GB
3	3	3	1	2	2	1	1	1	3	20	2	23	1	PH
3	3	2	2	2	2	2	1	1	2	20	1	36	1	IN
3	2	2	2	1	2	2	1	1	1	17	2	25	3	SA
2	3	2	1	0	1	2	1	0	1	13	1	30	1	US
2	3	3	2	0	0	0	3	0	1	14	2	25	1	US
1	2	2	0	1	3	0	0	0	0	9	2	15	2	GB
2	2	2	0	0	0	1	0	0	0	7	2	46	3	US
1	2	2	0	1	1	2	0	1	0	10	1	24	1	IL
3	3	2	3	2	3	3	3	3	3	28	2	35	1	CA
2	2	2	2	2	2	2	2	1	2	19	1	21	1	US
2	2	1	0	1	1	1	1	1	0	10	1	19	1	HU
0	1	2	1	2	1	1	2	0	0	10	1	17	1	US
3	3	2	2	2	2	3	1	2	3	23	2	31	3	US
2	2	3	1	2	3	1	1	0	1	16	2	19	1	US
2	2	2	1	2	1	2	1	1	1	15	2	23	1	BG
2	2	1	2	1	2	2	1	2	3	18	2	18	1	US
2	2	2	2	2	2	1	1	1	1	16	2	20	1	US
1	2	1	3	1	1	0	2	1	1	13	2	19	1	DE
2	1	1	1	0	0	2	1	0	0	8	2	17	1	US
3	2	2	1	2	1	2	1	1	1	16	2	17	1	US
3	3	3	3	2	1	2	3	2	3	25	2	22	1	BA
1	2	1	2	1	1	1	0	0	1	10	3	25	1	NZ
1	2	1	1	1	1	0	1	0	0	8	1	18	1	AU
3	3	3	2	2	1	2	1	1	1	19	1	40	1	CA
3	3	2	2	2	3	2	2	1	2	22	1	27	3	PL
0	1	0	0	0	0	0	0	0	0	1	2	16	3	US
1	1	1	1	0	0	0	1	0	0	5	2	20	1	CA
2	2	2	0	0	0	1	0	0	0	7	2	19	1	US
0	0	0	0	0	0	0	0	0	0	0	1	13	1	US
2	2	2	2	2	2	1	1	0	0	14	2	16	1	CR
1	2	0	1	1	0	1	1	1	0	8	2	18	1	CA
1	0	1	0	0	0	1	2	1	0	6	2	15	1	US
3	3	2	2	2	2	3	2	2	2	23	2	20	3	US
1	1	2	1	0	0	0	1	0	0	6	2	19	3	US
1	1	2	1	0	1	1	0	0	0	7	2	19	1	CA
2	2	2	2	2	0	2	0	0	0	12	2	19	1	US
2	2	2	2	2	2	1	1	0	0	14	1	42	3	AU
1	0	0	1	0	1	0	0	0	0	3	2	18	1	US
1	2	1	1	1	2	1	0	0	0	9	2	19	1	GB
3	2	3	3	3	2	1	2	1	3	23	2	17	1	US
2	2	2	2	2	2	2	1	1	1	17	2	23	1	NO
2	2	2	1	2	1	1	2	0	1	14	2	22	1	BE
1	2	1	1	0	0	0	0	0	0	5	2	17	1	US
2	2	2	1	1	1	1	0	0	0	10	2	17	1	US
0	1	1	1	1	0	0	1	0	0	5	2	14	1	US
0	1	2	0	0	0	1	1	0	0	5	2	25	1	US
3	2	2	3	2	3	2	3	2	2	24	2	15	1	US
1	1	1	1	0	1	0	1	0	0	6	1	16	1	US
1	2	1	1	1	0	1	0	0	0	7	3	17	3	US
0	1	1	0	1	0	1	0	0	0	4	2	15	1	US
1	2	2	1	0	2	2	1	0	0	11	2	14	1	US
0	0	0	0	0	0	0	1	0	0	1	1	18	1	US
2	1	1	1	0	0	0	1	0	1	7	3	13	1	CA
3	3	3	3	3	3	3	3	3	3	30	2	38	1	US
1	2	2	1	1	2	1	1	1	1	13	2	16	1	US
2	2	0	0	0	0	0	1	0	0	5	1	26	1	US
2	2	3	2	1	2	1	2	1	1	17	2	20	1	US
1	1	2	1	1	1	1	1	1	1	11	2	14	1	US
1	1	2	2	1	1	2	1	2	2	15	2	15	1	US
3	1	2	2	1	2	0	2	0	0	13	3	14	1	US
0	0	0	0	0	0	0	3	0	0	3	1	21	1	US
2	1	2	1	2	2	2	2	1	1	16	2	20	1	US
1	2	1	0	1	0	0	0	0	0	5	2	17	1	US
1	1	2	1	0	1	1	1	1	1	10	2	18	1	US
2	2	2	2	2	2	1	1	1	1	16	2	17	3	US
2	1	2	0	0	1	2	1	0	1	10	2	16	1	US
1	2	2	0	0	0	1	0	0	0	6	1	17	1	US
0	1	2	0	0	1	0	1	0	0	5	2	15	1	US
1	1	1	1	1	1	1	0	0	1	8	2	16	1	US
1	1	0	0	0	0	0	1	0	0	3	3	16	3	US
3	3	3	3	3	3	3	3	2	3	29	2	16	1	US
0	1	1	0	1	1	0	1	0	0	5	2	15	1	US
0	0	0	2	0	1	0	1	0	0	4	2	14	1	US
2	2	1	2	1	0	1	1	0	0	10	1	13	1	GB
3	2	1	2	1	1	0	1	1	2	14	2	21	1	MY
2	2	1	1	2	1	1	1	0	1	12	2	17	1	CA
1	1	1	0	0	0	0	1	0	0	4	3	19	1	US
0	1	2	0	0	0	1	1	0	0	5	2	14	1	US
1	1	2	2	1	1	1	0	0	0	9	2	13	1	US
2	2	2	2	2	2	1	1	1	1	16	2	17	1	US
0	0	0	0	0	0	0	0	0	0	0	2	15	1	US
1	1	1	1	1	0	0	1	0	1	7	2	19	1	US
2	1	2	1	1	1	1	1	1	1	12	1	18	1	US
2	2	2	2	2	2	2	1	1	2	18	1	36	1	CA
1	2	1	1	1	1	0	1	0	1	9	2	16	1	US
1	1	2	1	0	2	2	1	1	1	12	2	18	1	US
2	1	1	1	2	1	1	0	1	1	11	2	15	1	US
1	0	2	0	0	0	2	0	0	0	5	2	16	1	US
1	1	2	1	1	0	1	1	0	1	9	2	16	1	US
2	2	2	3	2	2	1	2	2	2	20	2	14	1	US
2	1	1	2	0	0	1	1	0	0	8	2	16	1	US
2	2	1	1	2	1	1	1	1	1	13	2	16	1	US
1	2	2	1	1	1	1	1	0	0	10	2	15	3	US
1	2	2	0	0	0	1	2	0	0	8	2	15	1	CA
2	3	3	2	2	2	2	2	2	2	22	2	17	1	US
2	2	3	2	2	2	2	1	1	2	19	2	21	1	US
2	2	2	1	2	1	1	0	1	1	13	2	14	1	US
2	0	1	1	1	1	0	0	0	0	6	1	18	1	US
2	2	2	2	2	2	2	2	1	1	18	2	14	1	US
3	2	2	3	3	3	2	1	1	3	23	1	25	1	US
0	0	0	0	0	0	0	0	0	0	0	2	21	1	US
3	3	3	3	2	0	2	2	2	2	22	1	15	1	US
2	2	2	2	2	1	2	1	0	0	14	3	15	1	US
2	2	1	2	1	1	2	2	1	2	16	2	18	1	US
1	2	1	1	2	1	0	0	0	0	8	2	14	3	US
1	1	1	1	1	1	2	1	1	1	11	2	20	1	US
1	1	1	1	1	2	1	0	0	0	8	2	17	1	US
2	1	1	1	1	1	0	0	0	1	8	2	14	1	US
2	2	1	0	0	0	1	0	0	0	6	2	17	1	US
2	2	2	2	2	2	2	1	1	1	17	2	16	1	US
3	3	3	3	2	2	2	2	3	3	26	1	20	3	US
2	3	1	2	2	2	3	1	1	1	18	2	18	3	US
2	2	2	2	1	1	2	1	1	1	15	1	18	1	US
0	1	2	1	1	0	0	0	0	0	5	1	16	1	US
2	2	2	1	1	1	0	1	0	1	11	3	17	1	US
2	2	2	2	1	2	2	1	1	2	17	2	16	1	US
2	1	1	2	2	2	2	2	1	1	16	2	18	1	CA
1	2	0	1	0	0	1	1	3	0	9	2	13	1	US
1	0	1	2	1	0	1	0	1	0	7	2	12	1	US
2	2	2	2	2	2	2	1	1	2	18	2	18	1	US
3	3	2	3	2	3	2	2	1	2	23	2	19	1	AU
2	2	2	0	0	0	0	0	0	0	6	2	14	1	US
0	0	1	1	1	1	0	1	0	0	5	2	16	1	US
1	1	1	1	0	0	2	1	0	0	7	2	13	1	US
0	2	0	0	0	0	0	0	0	0	2	2	17	1	GB
0	1	1	0	0	1	0	1	0	0	4	2	14	1	US
1	2	2	1	1	0	1	1	0	0	9	1	25	1	NZ
1	2	1	1	0	1	0	1	0	0	7	2	20	1	SG
2	2	2	2	1	2	2	1	1	2	17	2	14	1	US
3	3	2	2	2	2	2	1	1	2	20	2	16	1	US
1	2	2	1	1	1	1	1	1	2	13	2	14	1	CA
1	1	2	0	0	1	1	0	1	1	8	2	13	1	US
0	0	0	0	0	0	0	0	0	0	0	2	14	1	US
2	1	1	1	2	1	1	2	1	1	13	2	18	1	US
1	2	2	2	2	1	0	1	0	0	11	2	16	1	US
2	2	3	2	0	0	0	3	1	0	13	2	16	1	CA
1	1	1	1	1	1	1	1	0	0	8	2	17	1	US
3	3	3	3	3	3	3	3	3	3	30	2	15	1	US
1	1	0	1	1	1	1	0	0	0	6	2	15	1	US
2	1	2	1	1	1	1	2	0	0	11	2	17	1	US
3	2	3	2	2	2	2	2	1	1	20	2	15	1	US
2	1	2	2	2	2	2	1	1	1	16	2	15	1	US
3	2	2	2	2	3	2	2	2	3	23	2	17	3	US
1	2	2	1	1	1	2	1	0	1	12	2	17	3	US
1	2	2	1	1	1	1	0	0	0	9	2	16	1	US
1	2	0	1	1	0	1	1	0	0	7	2	15	1	US
2	2	1	2	2	2	1	1	1	1	15	1	14	1	US
1	2	2	1	1	1	1	1	1	1	12	2	56	1	US
1	1	1	0	0	0	0	1	0	0	4	2	17	1	US
1	1	1	1	0	1	0	0	0	0	5	3	17	1	US
1	1	2	1	1	2	2	0	1	1	12	2	15	1	US
2	2	2	2	1	0	3	1	0	0	13	2	24	1	US
2	1	2	2	1	2	1	1	1	1	14	2	18	1	US
3	3	2	3	3	2	3	3	3	3	28	2	15	1	CA
2	3	3	3	2	2	1	1	1	1	19	1	24	3	GB
2	2	3	1	1	1	2	1	0	0	13	2	16	1	US
1	2	1	1	1	2	1	1	0	0	10	2	16	1	US
2	2	2	2	1	1	1	0	0	1	12	2	18	1	US
2	2	2	1	1	2	2	1	1	1	15	2	16	1	US
3	3	3	3	3	2	0	1	1	3	22	1	22	1	CO
2	3	3	1	1	1	0	0	1	1	13	2	17	1	CA
1	2	1	1	2	2	2	0	0	1	12	2	15	1	US
0	1	1	0	0	0	0	1	0	0	3	2	16	1	US
1	2	1	1	1	1	1	1	1	0	10	2	18	1	US
3	3	2	2	2	1	2	2	2	2	21	1	20	1	CA
2	1	1	1	1	1	1	1	1	1	11	2	15	1	US
1	2	1	1	2	0	2	0	0	0	9	2	16	1	CA
3	3	2	3	2	2	2	2	1	1	21	2	15	1	US
2	2	1	2	2	3	2	1	1	1	17	1	18	1	US
2	2	1	1	1	1	0	3	0	0	11	2	16	1	CL
3	3	3	3	3	3	2	3	3	3	29	2	16	1	US
2	1	2	2	1	1	0	1	0	0	10	2	13	1	US
1	2	3	1	2	1	1	1	1	0	13	2	16	1	US
3	2	2	0	1	2	1	2	1	1	15	1	21	1	US
3	2	3	0	1	1	1	0	0	0	11	2	17	1	US
1	2	1	2	1	2	2	0	1	2	14	2	17	1	US
3	3	2	3	3	2	2	1	1	1	21	2	17	1	US
2	2	2	1	1	1	3	1	1	1	15	3	34	1	US
0	2	1	1	1	0	1	1	0	0	7	2	18	1	US
2	2	3	1	0	0	0	1	0	0	9	3	13	1	CA
2	2	2	2	1	2	1	1	1	1	15	2	20	1	US
1	2	1	0	0	0	0	0	0	0	4	2	21	1	US
2	2	3	0	0	2	2	1	1	0	13	2	17	3	US
2	2	1	2	1	0	1	0	0	1	10	2	22	1	BR
1	1	0	1	0	0	0	0	0	0	3	3	15	1	US
1	2	1	1	0	0	1	1	0	0	7	1	18	1	US
1	1	2	1	1	1	1	0	1	1	10	2	17	1	US
2	2	2	3	3	3	3	3	3	3	27	2	20	1	US
3	2	2	2	2	2	2	0	1	1	17	2	15	1	US
3	3	3	3	3	2	3	2	1	1	24	2	16	1	US
2	2	3	1	2	1	2	1	0	0	14	2	15	1	NZ
2	2	3	2	2	0	2	0	0	0	13	2	16	1	US
2	3	2	2	0	3	1	1	2	1	17	1	22	1	US
0	2	2	0	0	0	1	1	0	0	6	2	15	1	US
1	2	1	0	1	0	0	0	0	0	5	2	16	1	US
2	2	3	2	0	2	2	1	0	0	14	2	21	1	US
1	1	2	1	1	2	2	0	0	1	11	2	21	1	US
2	2	1	2	0	1	1	2	2	1	14	1	15	1	US
2	2	2	2	1	1	2	0	1	2	15	2	17	1	US
2	2	2	2	2	2	3	1	1	2	19	2	15	1	US
2	2	3	3	3	2	2	2	2	2	23	2	19	1	US
1	1	0	0	0	1	2	3	0	0	8	2	15	1	US
2	2	1	1	0	0	2	0	1	0	9	2	14	1	CA
3	2	2	1	1	0	0	0	0	0	9	2	21	1	US
2	1	2	0	0	0	0	0	0	0	5	2	17	1	AU
1	2	1	1	1	1	0	0	0	0	7	2	17	1	US
1	1	3	3	1	1	3	1	0	0	14	2	15	3	US
2	2	3	2	2	1	2	1	0	0	15	2	15	1	US
1	2	2	1	1	1	1	0	0	0	9	2	14	1	US
1	1	1	0	0	1	1	1	0	0	6	2	19	1	US
1	0	1	0	1	1	1	1	0	1	7	1	14	1	US
3	2	3	2	2	1	1	1	0	0	15	2	15	1	CA
3	2	2	2	2	1	2	2	1	1	18	2	18	1	SG
0	1	1	1	0	0	1	1	3	3	11	1	21	1	GB
1	1	0	0	0	1	0	1	0	0	4	2	19	1	US
2	1	1	0	0	0	0	1	1	0	6	2	15	1	US
1	2	2	0	0	0	0	0	0	0	5	2	18	1	US
1	1	2	1	1	2	1	2	1	1	13	2	18	1	US
0	1	1	1	0	0	2	2	3	3	13	2	17	1	US
3	3	2	3	2	2	3	2	2	3	25	2	17	1	US
2	2	2	1	1	2	2	1	2	2	17	1	18	1	AU
2	2	1	1	0	1	0	0	1	1	9	2	21	1	US
1	0	0	0	0	1	0	1	0	0	3	2	17	1	US
1	2	1	1	1	1	1	0	1	1	10	2	17	1	US
2	2	3	2	2	2	2	2	1	1	19	2	16	1	US
1	2	2	1	1	0	1	1	0	0	9	2	18	1	CA
3	3	3	3	0	2	2	2	1	3	22	1	22	1	US
3	3	2	3	3	3	3	3	1	2	26	2	21	1	US
2	2	2	1	1	2	2	1	1	2	16	1	19	1	US
1	2	2	1	1	0	1	0	0	1	9	2	20	1	US
0	0	0	0	0	0	0	0	0	0	0	2	15	1	US
1	1	1	0	0	2	0	0	3	0	8	2	18	1	SG
2	2	2	1	1	2	1	1	1	1	14	2	16	1	US
3	2	2	1	2	2	1	1	1	1	16	2	17	1	US
1	2	2	1	1	2	1	1	0	1	12	2	19	1	US
1	2	1	2	1	0	0	3	0	0	10	2	16	1	US
2	2	2	1	1	1	1	1	1	1	13	2	17	1	US
2	2	1	0	1	1	1	1	1	1	11	2	15	1	US
1	0	1	0	0	1	0	1	0	0	4	2	16	1	CA
2	2	2	2	2	2	2	0	1	1	16	2	18	1	FI
1	2	1	0	0	0	1	0	0	0	5	2	14	1	US
1	1	1	1	1	1	0	0	0	1	7	2	16	1	US
0	2	0	0	1	1	0	0	1	0	5	1	21	3	CA
2	2	2	1	1	1	2	1	1	1	14	2	19	1	US
0	0	1	0	0	0	0	1	0	0	2	2	17	1	US
3	3	2	1	2	2	2	1	1	2	19	2	18	1	US
1	1	2	0	0	0	0	0	0	0	4	2	18	1	US
2	2	1	1	1	0	1	0	0	0	8	3	15	1	US
2	2	1	1	1	2	2	1	1	1	14	2	16	1	US
1	2	2	0	0	2	0	1	1	2	11	2	16	1	CA
1	1	1	0	0	0	0	0	0	0	3	1	18	1	CA
1	1	3	1	1	1	1	0	0	1	10	2	17	1	US
0	1	2	1	1	1	1	1	0	1	9	1	18	1	US
1	2	1	0	1	0	1	1	0	0	7	2	18	1	US
2	2	2	2	2	2	1	1	1	1	16	2	16	1	US
0	1	1	0	0	0	0	1	0	0	3	3	22	1	US
3	3	2	2	3	1	2	2	2	1	21	2	19	1	US
2	2	2	1	1	2	1	2	1	1	15	2	18	1	US
2	2	1	1	2	1	1	1	0	0	11	2	17	1	US
0	0	0	0	0	1	1	0	0	0	2	2	19	1	US
1	1	2	3	0	1	2	1	0	1	12	2	17	1	US
3	3	2	1	1	1	2	2	0	0	15	1	16	1	US
3	3	3	2	2	3	3	1	1	3	24	2	20	1	US
1	2	1	1	0	0	0	1	0	0	6	2	18	1	US
2	2	2	1	1	1	1	1	1	1	13	2	20	1	US
2	1	1	1	1	2	1	1	0	1	11	2	17	1	US
2	2	2	2	1	1	1	0	0	1	12	2	14	1	US
2	2	2	1	2	2	2	1	1	1	16	2	18	1	US
1	1	1	2	2	2	2	2	1	2	16	2	17	1	US
1	2	2	1	1	1	1	1	1	1	12	2	22	1	US
3	2	1	3	2	3	3	2	3	3	25	1	16	3	US
2	2	2	1	1	1	1	1	1	1	13	2	22	1	US
2	1	3	1	2	2	1	1	0	0	13	2	18	1	US
2	2	2	1	0	2	1	1	1	1	13	2	19	1	US
1	1	0	1	1	2	1	0	1	0	8	1	18	1	CA
2	2	1	1	1	0	1	1	0	0	9	2	15	1	US
1	2	0	1	0	3	1	0	0	1	9	2	18	1	US
1	2	1	1	2	1	2	0	0	0	10	2	18	1	MX
3	3	2	2	2	2	1	0	2	1	18	1	20	1	US
1	1	3	0	1	1	0	0	0	0	7	1	18	3	US
2	2	2	3	3	2	2	2	2	2	22	2	15	1	US
1	2	2	0	1	1	1	0	1	1	10	2	21	1	US
1	1	2	1	1	1	1	1	1	1	11	2	18	1	US
2	1	1	1	1	1	1	2	1	1	12	3	13	1	US
2	2	2	2	2	2	1	0	1	1	15	2	23	1	CA
2	2	2	2	1	1	2	1	0	1	14	2	25	1	US
1	2	1	1	1	1	1	1	0	0	9	2	16	1	US
3	3	1	2	1	2	2	3	1	2	20	1	19	1	US
2	2	2	2	2	2	1	1	1	2	17	2	19	1	US
3	3	3	3	3	3	2	3	3	3	29	2	17	1	US
2	2	2	2	2	2	2	2	1	2	19	2	20	1	US
1	1	1	1	1	1	1	1	0	0	8	3	18	1	US
3	3	3	3	3	3	3	3	3	3	30	2	25	1	US
2	2	2	1	1	1	1	1	1	1	13	2	19	1	CA
